Passage,Key Phrase,Keyword 1,K1-1,K1-2,K1-3,K1-4,K1-5,K1-6,K1-7,K1-8,K1-9,K1-10,K1-11,K1-12,K1-13,K1-14,K1-15,K1-16,K1-17,K1-18,K1-19,K1-20,K1-21,K1-22,K1-23,Keyword 2,K2-1,K2-2,K2-3,K2-4,K2-5,K2-6,K2-7,K2-8,K2-9,K2-10,K2-11,K2-12,K2-13,K2-14,K2-15,K2-16,K2-17,K2-18,K2-19,K2-20,K2-21,K2-22,K2-23,K2-24,Keyword 3,K3-1,K3-2,K3-3,K3-4,K3-5,K3-6,K3-7,K3-8,K3-9,K3-10,K3-11,K3-12,K3-13,K3-14,K3-15,K3-16,K3-17,K3-18,K3-19,K3-20,K3-21,Keyword 4,K4-1,K4-2,K4-3,K4-4,K4-5,K4-6,K4-7,K4-8,K4-9,K4-10,K4-11,K4-12,K4-13,K4-14,K4-15,Keyword 5,K5-1,K5-2,K5-3,K5-4,K5-5,K5-6,K5-7,K5-8,K5-9,Keyword 6,K6-1,K6-2,K6-3,K6-4,K6-5,K6-6,K6-7,K6-8,K6-9,Keyword 7,K7-1,K7-2,K7-3,K7-4,K7-5,K7-6,K7-7,K7-8,K7-9,Keyword 8,K8-1,K8-2,K8-3,K8-4,K8-5,K8-6,K8-7,K8-8,K8-9,Keyword 9,K9-1,K9-2,K9-3,K9-4,K9-5,K9-6,K9-7,K9-8,K9-9,Keyword 10,K10-1,K10-2,K10-3,K10-4,K10-5,K10-6,K10-7,K10-8,K10-9,K10-10
The Hearing of the Barn Owl,"In network of neurons, impulses relayed to higher brain centers",pulse,stimul,signal,message,current,wave,cue,prompt,communicat,,,,,,,,,,,,,,,,convey,transmit,relay,carr,transfer,,,,,,,,,,,,,,,,,,,,,higher,upper,,,,,,,,,,,,,,,,,,,,,brain,cerebr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hearing of the Barn Owl,Each neuron gets excited by sounds from one small region of space,neur,nerv,brain,,,,,,,,,,,,,,,,,,,,,,sound,noise,acoust,audi,sonic,,,,,,,,,,,,,,,,,,,,,region,spac,area,territor,section,site,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hearing of the Barn Owl,Network of neurons is arranged in the form of a map of space,network,neur,nerv,brain,,,,,,,,,,,,,,,,,,,,,map,layout,represent,diagram,sketch,outlin,imag,rang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hearing of the Barn Owl,Sound processing in neural networks enables barn owl to locate prey in total darkness with deadly accuracy,process,neur,network,,,,,,,,,,,,,,,,,,,,,,locat,sens,discover,identif,find,found,set,detect,seek,track,detect,pinpoint,,,,,,,,,,,,,,dark,night,nocturnal,light,black,day,sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hearing of the Barn Owl,Sound processing in neural networks involves selection of sensory cues,process,neur,network,,,,,,,,,,,,,,,,,,,,,,select,choose,determine,deci,choice,,,,,,,,,,,,,,,,,,,,,sens,audi,aural,acoust,sound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hearing of the Barn Owl,Sound processing in neural networks involves transformation of sensory cues into map of space,process,neur,network,,,,,,,,,,,,,,,,,,,,,,form,chang,modif,morph,convert,mak,translat,turn,model,mold,construct,chang,arrang,buil,organiz,,,,,,,,,,,sens,audi,aural,acoust,sound,,,,,,,,,,,,,,,,,,map,layout,represent,diagram,sketch,outlin,imag,rang,field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hearing of the Barn Owl,Sensitivity of the owl's hearing is shown by capacity to locate distant sounds,hear,sens,recog,listen,determin,acuity,percept,,,,,,,,,,,,,,,,,,locat,sens,discover,identif,find,found,set,detect,seek,track,detect,pinpoint,,,,,,,,,,,,,,distan,far,remote,length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hearing of the Barn Owl,Sensitivity of the owl's hearing is shown by its ability to orient talons,hear,sens,recog,listen,determin,acuity,percept,,,,,,,,,,,,,,,,,,orient,align,position,set,arrange,aim,angle,direct,situate,adjust,line,,,,,,,,,,,,,,,talon,claw,hook,feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hearing of the Barn Owl,Sensitivity of the owl's hearing is shown by its ability to orient talons for final strike,hear,sens,recog,listen,determin,acuity,percept,,,,,,,,,,,,,,,,,,orient,align,position,set,arrange,aim,angle,direct,situate,adjust,line,,,,,,,,,,,,,,,talon,claw,hook,feet,,,,,,,,,,,,,,,,,,,final,last,end,finish,kill,clos,conclu,fatal,deci,ultimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hearing of the Barn Owl,"In completely dark experimental chamber, owl swoops down on mouse",dark,black,light,,,,,,,,,,,,,,,,,,,,,,experiment,control,test,investigat,trial,exam,observ,lab,assess,stud,,,,,,,,,,,,,,,,chamber,room,facilit,locat,area,closur,spac,,,,,,,,,,,,,,,,mouse,rodent,prey,mice,rat,game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hearing of the Barn Owl,Ability to orient talons aligned with body axis of mouse in darkness,orient,align,position,set,arrange,aim,angle,direct,situate,adjust,line,alter,,,,,,,,,,,,,talon,claw,hook,feet,,,,,,,,,,,,,,,,,,,,,,mouse,rodent,prey,mice,rat,game,,,,,,,,,,,,,,,,,dark,black,light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hearing of the Barn Owl,Ability to orient talons is not an accidental behavior,orient,align,position,set,arrange,aim,angle,direct,situate,adjust,line,alter,,,,,,,,,,,,,talon,claw,hook,feet,,,,,,,,,,,,,,,,,,,,,,accident,coincide,purpos,random,mistake,fluke,chance,incident,intention,deliberat,fortuitous,serendip,luck,voluntar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hearing of the Barn Owl,Ability to realign talons when mouse turns and runs in different direction,align,orient,position,set,arrange,aim,angle,direct,situate,adjust,line,alter,,,,,,,,,,,,,talon,claw,hook,feet,,,,,,,,,,,,,,,,,,,,,,mouse,rodent,prey,mice,rat,game,,,,,,,,,,,,,,,,,turn,run,dodg,flee,eva,avoid,chang,mov,pivot,rotate,switch,away,leave,direction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hearing of the Barn Owl,Ability to realign talons to increase probability of successful strike,align,orient,position,set,arrange,aim,angle,direct,situate,adjust,line,alter,,,,,,,,,,,,,talon,claw,hook,feet,,,,,,,,,,,,,,,,,,,,,,probab,chance,like,odds,prosp,possib,,,,,,,,,,,,,,,,,strik,attack,kill,hit,smite,swoop,catch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hearing of the Barn Owl,Realigning talons implies identification of sound source with extreme accuracy,align,orient,position,set,arrange,aim,angle,direct,situate,adjust,line,alter,,,,,,,,,,,,,talon,claw,hook,feet,,,,,,,,,,,,,,,,,,,,,,identif,recogni,discern,distinguish,locat,find,pinpoint,isolat,found,tie,link,connect,assoc,detect,plac,discover,figur,finger,nam,singl,,,sound,noise,utter,cr,rustl,squeak,yel,,,,,,,,,,accura,precis,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hearing of the Barn Owl,Realigning talons implies detection of subtle changes,align,orient,position,set,arrange,aim,angle,direct,situate,adjust,line,alter,,,,,,,,,,,,,talon,claw,hook,feet,,,,,,,,,,,,,,,,,,,,,,detect,locat,disting,find,identif,sens,found,differ,perciev,discover,discern,mark,percept,uncover,not,descry,figur,recog,nam,singl,pinpoint,plac,chang,differ,discre,distinct,varia,disparit,similar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hearing of the Barn Owl,Detection of subtle changes in the sound origin to infer movement direction of prey,chang,differ,discre,distinct,varia,disparit,similar,,,,,,,,,,,,,,,,,,sound,noise,utter,cr,rustl,squeak,yel,,,,,,,,,,,,,,,,,,,origin,root,sourc,locat,bas,from,plac,,,,,,,,,,,,,,,,mov,direction,motion,path,activit,rout,trail,trajector,cours,orient,go,bear,track,pass,where,travel,prey,mice,rat,game,mouse,rodent,animal,creature,organism,critter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hearing of the Barn Owl,Two troughs each about two centimeters wide,troughs,,,,,,,,,,,,,,,,,,,,,,,,2,two,,,,,,,,,,,,,,,,,,,,,,,,centimeters,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hearing of the Barn Owl,Barn owls measure differences in loudness to offer clues for vertical location,differ,varia,contrast,deviat,distinct,discrepan,incong,imbalance,gap,inequal,independen,unequal,,,,,,,,,,,,,loud,volum,pitch,power,sound,nois,,,,,,,,,,,,,,,,,,,,vertic,elevat,axis,dimension,plane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hearing of the Barn Owl,Barn owls exploit minute differences in time to determine the elevation of sound,differ,varia,contrast,deviat,interval,discrepan,incong,count,gap,moment,independen,temporal,time,,,,,,,,,,,,elevat,height,vertic,above,,,,,,,,,,,,,,,,,,,,,,sound,noise,acoust,audi,sonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Systematic processes include descriptive statistics,system,proce,operation,cours,approach,technique,way,method,structur,organiz,standard,formal,arrang,,,,,,,,,,,,descriptive stat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Systematic processes involve hypothesis testing,system,proce,operation,cours,approach,technique,way,method,structur,organiz,standard,formal,arrang,,,,,,,,,,,,hypothesis test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Hypothesis testing may involve regression analysis,hypothesis test,,,,,,,,,,,,,,,,,,,,,,,,regress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Hypothesis testing uses inferential statistics,hypothesis test,,,,,,,,,,,,,,,,,,,,,,,,inferen,stat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Hypothesis testing can utilize multiple regression model,hypothesis test,,,,,,,,,,,,,,,,,,,,,,,,multiple regress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Regression analysis is associated with diagnostic tests,regress,,,,,,,,,,,,,,,,,,,,,,,,diagnos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Regression analysis includes the use of simple linear regression model,linear regress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Multiple regression model varies from time series model,multiple regress,,,,,,,,,,,,,,,,,,,,,,,,time ser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Managerial decision making is a systematic process,system,method,structur,organiz,standard,formal,arrang,proce,operation,cours,approach,technique,way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,A systematic process helps to solve business/economic problems,system,method,structur,organiz,standard,formal,arrang,proce,operation,cours,approach,technique,way,,,,,,,,,,,,problem,issue,complicat,dilemma,challeng,conundrum,concern,pitfall,nuisance,mishap,business,econom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,A systematic process requires the definition of variables and factors,system,method,structur,organiz,standard,formal,arrang,proce,operation,cours,approach,technique,way,,,,,,,,,,,,defin,interpret,clarif,identif,expla,rationalization,not,represent,indication,outlin,setting,list,variable,factor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Business/economic problems can be analyzed through a model,problem,issue,complicat,dilemma,obstacle,hurdle,troubl,challeng,difficult,conundrum,concern,pitfall,nuisance,mishap,,,,,,,,,,,model,present,figure,framework,pict,graph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Business/economic problems require business/economic data,problem,issue,complicat,dilemma,obstacle,hurdle,troubl,challeng,difficult,conundrum,concern,pitfall,nuisance,mishap,,,,,,,,,,,data,info,evidence,input,record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Business/economic problems are analyzed with mathematical representations,problem,issue,complicat,dilemma,obstacle,hurdle,troubl,challeng,difficult,conundrum,concern,pitfall,nuisance,mishap,,,,,,,,,,,math,numeric,arithmetic,calculat,formula,equation,expression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Business/economic data are utilized in the estimation of parameters,data,info,evidence,input,record,,,,,,,,,,,,,,,,,,,,estimat,forecast,predict,aniticpat,infer,expect,outlook,project,approx,evaluat,deduc,calc,assess,gaug,measur,parameter,variable,extrapolat,specific,measure,guideline,criteri,framework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Business/economic data are analyzed using results from inferential statistics,data,info,evidence,input,record,,,,,,,,,,,,,,,,,,,,inferen,stat,,,,,,,,,,,,,,,,,,,,,,,,inferen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Business/economic data can be summarized using descriptive data,data,info,evidence,input,record,,,,,,,,,,,,,,,,,,,,descript,info,data,input,record,evidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Business/economic data can be time series data,data,info,evidence,input,record,,,,,,,,,,,,,,,,,,,,time ser,,,,,,,,,,,,,,,,,,,,,,,,,time series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Business/economic data can be cross sectional data,data,info,evidence,input,record,,,,,,,,,,,,,,,,,,,,cross sect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Business/economic data can be panel data,data,info,evidence,input,record,,,,,,,,,,,,,,,,,,,,panel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,A model is quantitatively described using mathematical representations,model,representation,figure,framework,,,,,,,,,,,,,,,,,,,,,math,numeric,arithmetic,calculat,quanti,eval,assess,exam,investig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Mathematical representations lead ultimately to a course of action,math,numeric,arithmetic,calculat,represent,model,figure,framework,,,,,,,,,,,,,,,,,cours,action,plan,step,trajector,proce,approach,advance,strateg,system,avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Mathematical representations can model uncertainty e.g. statistical models,math,numeric,arithmetic,calculat,represent,model,figure,framework,representation,figure,framework,,,,,,,,,,,,,,uncertain,stat,model,present,figure,framework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Mathematical representations can model uncertainty e.g. simulation,math,numeric,arithmetic,calculat,represent,model,figure,framework,representation,figure,framework,,,,,,,,,,,,,,uncertain,simulat,replic,imitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Mathematical representations can model uncertainty e.g. inventory models,math,numeric,arithmetic,calculat,represent,model,figure,framework,representation,figure,framework,,,,,,,,,,,,,,uncertain,invent,model,present,figure,framework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Mathematical representations can model uncertainty e.g. queuing models,math,numeric,arithmetic,calculat,represent,model,figure,framework,representation,figure,framework,,,,,,,,,,,,,,uncertain,queu,model,present,figure,framework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Mathematical representations can model certainty e.g. linear programming,math,numeric,arithmetic,calculat,represent,model,figure,framework,representation,figure,framework,,,,,,,,,,,,,,certain,linear program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Mathematical representations can model certainty e.g. inventory models,math,numeric,arithmetic,calculat,represent,model,figure,framework,representation,figure,framework,,,,,,,,,,,,,,certain,invent,model,present,figure,framework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Mathematical representations involves quantitative analysis,math,numeric,arithmetic,calculat,represent,model,figure,framework,representation,figure,framework,,,,,,,,,,,,,,math,numeric,arithmetic,calculat,quanti,analy,eval,assess,exam,investig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Quantitative analysis could be carried out under conditions of certainty,math,numeric,arithmetic,calculat,quanti,analy,eval,assess,exam,investig,,,,,,,,,,,,,,,certain,condition,confiden,certit,case,situation,stat,defini,sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Quantitative analysis could be carried out under conditions of uncertainty,math,numeric,arithmetic,calculat,quanti,analy,eval,assess,exam,investig,,,,,,,,,,,,,,,uncertain,condition,confiden,uncertit,case,situation,stat,defini,unsur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Variables and factors are used in quantitative analysis,variable,factor,element,aspect,compon,featur,attribut,,,,,,,,,,,,,,,,,,math,numeric,arithmetic,calculat,quanti,analy,eval,assess,exam,investig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Variables and factors are combined in mathematical representations,variable,factor,element,aspect,compon,featur,attribut,,,,,,,,,,,,,,,,,,math,numeric,arithmetic,calculat,represent,model,figure,framework,representation,figure,framework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Variables and factors help to define a model,variable,factor,element,aspect,compon,featur,attribut,,,,,,,,,,,,,,,,,,defin,model,present,figure,framework,interpret,clarif,identif,expla,indicat,outlin,represent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Descriptive statistics provide information useful for forecasting,descriptive stat,,,,,,,,,,,,,,,,,,,,,,,,forecast,predict,estimat,anticipat,infer,expect,outlook,project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Inferential statistics provide information useful for forecasting,inferential stat,,,,,,,,,,,,,,,,,,,,,,,,forecast,predict,estimat,anticipat,infer,expect,outlook,project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Regression models provide information useful for forecasting,regress,,,,,,,,,,,,,,,,,,,,,,,,forecast,predict,estimat,anticipat,infer,expect,outlook,project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Time series models provide information useful for forecasting,time series,,,,,,,,,,,,,,,,,,,,,,,,forecast,predict,estimat,anticipat,infer,expect,outlook,project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Estimation of parameters can be carried out using regression models,estimat,forecast,predict,aniticpat,infer,expect,outlook,project,approx,evaluat,deduc,calc,assess,gaug,measur,parameter,variable,extrapolat,specific,measure,guideline,criteri,framework,,regress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Estimation of parameters can be carried out using time series models,estimat,forecast,predict,aniticpat,infer,expect,outlook,project,approx,evaluat,deduc,calc,assess,gaug,measur,parameter,variable,extrapolat,specific,measure,guideline,criteri,framework,,time ser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
